ticker,origem,grupo,setor,investment,investment_base,consistencia,basileia,solvencia,ciclicidade,dado_suspeito,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,mais_5a_bolsa,sem_prejuizo_anual,lucro_20t,div_ge5_5a,div_sem_corte,roe_ge_10,divida_menor_patrim,cresc_receita_5a,cresc_lucro_5a,n_ok,n_aplic,roe_roic_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,alavancagem_ok,div_liq_patrim,nde_ok,market_cap,pl,pvp,dy,dy_teto,roe,roic,mrg_liq,div_liq_ebitda,liq_corr,div_patrim,peg,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_medio,teto_mediana,teto_ajustado,teto_n_metodos,teto_confiavel,teto_dispersao,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,in_wishlist,in_carteira,preco_medio,var_pm_pct,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
TOTS3,BOVA11+SMALL11+Wishlist,BOVA11,Tecnologia de informação,60.25,58.28,71.42857142857143,,,0.5,,87.32,33.0,46.38,14.58,37,Não,6,7,False,,True,,False,False,True,True,True,True,5,7,True,True,True,True,True,,True,False,True,,True,18250528768.0,13.09,3.42,2.18,1.39,26.12,23.37,21.63,,1.84,0.92,0.87,31.84000015258789,3.155925506720398,5.854241814966337,32.22918273657674,22.572592630417574,39.86118864651672,,,,3,False,12.6,,,2026-11-04,2026-06-16,última,"A TOTVS (TOTS3) apresenta-se como uma empresa de alta eficiência operacional no setor de tecnologia da informação, o que é evidenciado por um ROE de 26,1% e um ROIC de 23,4%, ambos posicionados significativamente acima dos pares setoriais (8,9% e 13,4%, respectivamente). Essa forte qualidade de retorno convive com múltiplos de preço que exigem atenção, pois o P/VP de 3,42 indica um prêmio patrimonial demandado pelo mercado, embora o P/L de 13,09 e o PEG de 0,87 sugiram que o preço atual está atrativo quando confrontado com o forte ritmo de crescimento dos lucros. No âmbito financeiro, a excelente rentabilidade traduzida em uma margem líquida de 21,89% é suportada por um endividamento equilibrado, com relação dívida/patrimônio de 0,92 e uma sólida liquidez corrente de 1,84, garantindo robustez para as operações. Por outro lado, o dividend yield de 2,18% mostra-se tímido, o que é coerente com uma estratégia corporativa voltada para a reinvestimento do lucro na expansão dos negócios em detrimento de uma distribuição massiva de proventos. Esse foco na expansão é comprovado pelo impressionante CAGR de receita de cinco anos de 269,5%, superando com folga a média do setor de 83,6%, o que corrobora o sucesso da companhia em escala. O checklist de critérios fundamentalistas reforça essa solidez ao registrar o atendimento de 6 dos 7 requisitos avaliados, sendo penalizado apenas pela ocorrência de venda de ações por parte de insiders. Sob a ótica do valuation, as estimativas de preço-teto revelam uma dispersão brutal entre os métodos de avaliação, variando desde patamares extremamente baixos nos modelos focados em dividendos, como Bazin (R$ 3,19) e Gordon (R$ 5,92), até valores bem mais generosos em modelos de fluxo de caixa e crescimento, como o DCF (R$ 32,60) e o método de Lynch (R$ 40,32), que baliza o maior upside frente ao preço atual de R$ 32,21, enquanto a fórmula de Graham aponta para R$ 22,83. Em balanço, os principais prós da tese residem no crescimento exponencial de receita, na rentabilidade muito acima da média setorial e na saúde financeira confortável, ao passo que os contras concentram-se no baixo retorno em dividendos para o acionista, na pressão vendedora de insiders e na elevada divergência de valor justo a depender da metodologia de precificação adotada.",,True,False,,,Em Alta,32.5099983215332,-2.0608988112482796,-33.22675520306747,True,False,False,sem sinal (Em Alta; sem novo topo (-2.1%))
BLAU3,SMALL11,SMALL11,Cuidados de saúde,59.96,62.98,42.857142857142854,,,0.2,,60.27,60.68,83.3,40.28,38,Não,4,7,False,,True,,False,False,True,True,False,False,3,7,False,True,True,False,False,,True,True,True,,True,1984160896.0,8.35,0.89,8.51,3.81,10.63,12.15,13.82,,2.66,0.25,1.15,8.59000015258789,2.3403559266016223,4.34136024384601,13.630838565483778,14.946730003682427,11.376565494993383,13.318044688053197,13.630838565483778,12.267754708935401,3,True,6.4,42.81437125748504,55.041262531769554,n/d,2026-06-26,última,,,False,False,,,Em Baixa,9.1899995803833,-6.528829762692823,-39.85884174039032,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.5%))
ALUP11,SMALL11,SMALL11,Serviços públicos,59.67,62.64,42.857142857142854,,,0.0,,66.56,56.58,67.68,50.0,39,Não,6,7,False,,True,,False,False,True,False,False,True,3,7,True,True,True,True,False,,True,True,True,,True,14873763840.0,7.62,1.1,3.37,4.6,14.38,10.21,25.17,,3.3,1.14,0.82,31.270000457763672,10.273826401992135,19.05794797569541,54.37368846002213,51.23247282990563,57.20336998547945,54.26984375846907,54.37368846002213,48.936319614019915,3,True,5.6,56.49606299212597,73.55242393351176,n/d,2026-05-15,última,,,False,False,,,Em Baixa,33.709999084472656,-7.238204369554213,-15.18909565425588,True,False,False,sem sinal (Em Baixa; sem novo topo (-7.2%))
BBDC4,BOVA11,BOVA11,Produtos financeiros,59.54,58.28,66.66666666666667,15.65,,0.4,,51.13,58.8,66.43,72.92,40,Não,3,6,False,,True,,False,False,True,,True,True,4,6,True,False,False,,True,,True,False,True,,True,187118977024.0,7.4,1.05,8.99,8.32,14.13,0.0,26.07,,,,1.36,17.18000030517578,10.215196368597285,17.58457086427869,28.54621066325836,29.23505511116437,31.922859823707846,18.781992632044776,17.58457086427869,15.82611377785082,3,True,2.8,-7.880596643045923,9.324751445937785,n/d,2026-09-02,próxima,,,False,False,,,Em Baixa,18.95059585571289,-9.343218355866846,-19.110966353150793,True,False,False,sem sinal (Em Baixa; sem novo topo (-9.3%))
RECV3,BOVA11+SMALL11,BOVA11,Energia,59.49,62.42,42.857142857142854,,,0.9,,56.34,74.05,51.81,81.94,41,Pivô de alta,2,7,False,,True,,False,False,True,True,False,False,3,7,False,False,False,True,False,,True,False,True,,True,3146917120.0,6.01,0.68,13.34,9.76,11.26,10.15,17.93,,2.18,0.77,1.29,10.739999771118164,7.485451920125731,11.738638089717064,20.01711353577575,25.200191369269696,25.758789550609762,20.678683136343068,22.608652452522723,20.34778720727045,4,True,3.4,89.45798548329019,92.53895323118957,n/d,2026-05-19,última,"A PetroRecôncavo (RECV3) apresenta um cenário de valuation bastante descontado, onde múltiplos de preço baixos, como o P/L de 6,01 e o P/VP de 0,68, convivem com indicadores de rentabilidade que, embora positivos, situam-se abaixo da média do setor, evidenciado pelo ROE de 11,3% (frente a 16,2% dos pares) e pelo ROIC de 10,2% (frente a 13,8% dos pares). Essa combinação sugere que o mercado precifica a empresa com desconto devido à sua menor eficiência operacional recente e ao severo encolhimento de sua receita, cujo CAGR de cinco anos de -45,6% ficou drasticamente abaixo da média setorial de 22,4%. Por outro lado, a saúde financeira da companhia mostra-se robusta, com um endividamento controlado de 0,77 na relação dívida/patrimônio e uma confortável liquidez corrente de 2,18, o que garante sustentabilidade para a operação. Esse balanço patrimonial sólido dá suporte a um expressivo Dividend Yield de 13,34%, o qual se mostra coerente com a forte margem líquida de 17,93% e com a baixa alavancagem, permitindo uma distribuição de proventos generosa mesmo sem um crescimento expressivo nos lucros. Sob a ótica do checklist de critérios fundamentalistas, a empresa atende a apenas 2 de 7 requisitos, penalizada justamente por não superar as médias setoriais de rentabilidade e crescimento, além de registrar vendas de papéis por parte de insiders. No campo da avaliação por preço-teto, observa-se uma enorme dispersão entre os métodos de valuation, variando desde os conservadores R$ 7,13 pelo método de Bazin até os otimistas R$ 24,53 de Lynch, resultando em uma média de R$ 19,70 e um preço-teto ajustado com margem de segurança de R$ 19,38, o que projeta um expressivo potencial de valorização de 89,5% frente ao preço atual de R$ 10,23. Como principais prós, destacam-se o valuation extremamente atrativo, o robusto retorno via dividendos e a sólida posição de liquidez, enquanto os contras residem no histórico de contração de receita, na rentabilidade abaixo dos pares setoriais e no fraco desempenho no checklist de qualidade.",Pivô de alta,False,False,,,Lateral,10.890000343322754,-1.3774156792985215,-24.581816869280225,True,True,True,Pivô de alta
CMIG4,BOVA11,BOVA11,Serviços públicos,59.4,57.28,71.42857142857143,,,0.0,,56.54,56.86,38.82,98.61,42,Não,4,7,False,,True,,True,False,True,True,False,True,5,7,True,True,False,False,False,,True,True,True,,True,30552084480.0,6.46,1.08,9.68,17.43,16.75,9.62,11.15,,0.93,0.69,,10.680000305175781,13.292993022735232,19.3545978411025,17.193808540840266,19.179372206508567,,17.25519290279664,18.186590373674417,16.367931336306974,4,True,1.5,53.25777966855194,61.56547200129165,2026-08-13,2026-06-24,última,,,False,False,,,Em Baixa,11.34000015258789,-5.820104396219882,-19.913940569957667,True,False,False,sem sinal (Em Baixa; sem novo topo (-5.8%))
SANB11,BOVA11,BOVA11,Produtos financeiros,59.39,58.11,66.66666666666667,14.99,,0.4,,53.79,62.53,57.0,68.75,43,Não,3,6,False,,True,,True,False,True,,True,False,4,6,True,False,False,,True,,True,False,True,,True,157174284288.0,7.08,1.11,7.88,7.32,15.69,0.0,28.66,,,,0.94,29.25,15.290816793368023,28.364465151697683,54.740466101694906,49.49245663590642,61.469244812924,32.79858268225354,28.364465151697683,25.528018636527914,3,True,3.6,-12.724722610160978,12.131906605995013,n/d,2026-07-22,última,,,False,False,,,Em Alta,29.479999542236328,-0.7801884186151575,-19.773063573886485,True,False,False,sem sinal (Em Alta; sem novo topo (-0.8%))
ITSA4,BOVA11,BOVA11,Financial Services,58.82,57.44,66.66666666666667,,,0.4,,61.8,40.62,,79.86,44,Não,5,6,False,,True,,False,False,True,,True,True,4,6,True,True,True,,True,,True,False,True,,True,147040436224.0,8.72,1.64,9.91,9.4,18.83,0.36,203.02,,,,2.56,13.119999885559082,8.806469594280674,12.02678332935476,14.676988623725387,16.456782290252534,19.254588085489278,11.836747182453607,12.02678332935476,10.824104996419285,3,True,1.7,-17.499199002789943,-9.780889590692187,n/d,2026-09-01,próxima,,,False,False,,,Em Baixa,13.880000114440918,-5.475505926625479,-12.82565425853509,True,False,False,sem sinal (Em Baixa; sem novo topo (-5.5%))
ABEV3,BOVA11,BOVA11,Bens de primeira necessidade,58.55,56.28,71.42857142857143,,,0.0,,78.76,19.59,53.67,52.08,45,Não,5,7,False,,True,,False,False,True,True,True,True,5,7,True,True,True,True,False,,True,False,True,,True,235964186624.0,15.02,2.76,5.01,5.43,18.4,20.62,18.41,,1.02,0.03,4.43,15.270000457763672,5.923844661672888,8.081561831253964,9.906784593039388,11.249696390567838,8.967994639298416,8.825976423166498,8.967994639298416,8.071195175368574,5,True,1.9,-47.14345164760644,-42.20054905971441,2026-10-29,2026-09-22,próxima,,,False,False,,,Em Baixa,16.1299991607666,-5.331672335698112,-10.137800707599432,True,False,False,sem sinal (Em Baixa; sem novo topo (-5.3%))
TEND3,SMALL11,SMALL11,Consumo discricionário,58.49,62.93,33.333333333333336,,,0.9,,78.06,57.23,46.63,41.67,46,Não,4,7,False,,False,,False,,True,True,False,False,2,6,True,True,True,False,False,,True,False,True,,True,4023327232.0,7.12,2.68,2.45,3.86,37.61,14.39,12.08,,1.96,0.79,0.47,32.84000015258789,9.048073370886604,16.78417610299465,61.11376432890302,35.6604661301511,86.97654908444252,,,,4,False,9.6,,,2026-11-04,2025-12-26,última,,,False,False,,,Em Baixa,33.630001068115234,-2.349095719406169,-13.442273744656386,True,False,False,sem sinal (Em Baixa; sem novo topo (-2.3%))
ITUB4,BOVA11,BOVA11,Produtos financeiros,58.39,56.93,66.66666666666667,15.95,,0.4,,59.13,37.79,70.71,67.36,47,Não,4,6,False,,True,,False,False,True,,True,True,4,6,True,True,False,,True,,True,False,True,,True,445504061440.0,9.64,2.16,8.51,7.15,22.45,0.0,32.58,,,,1.38,40.41999816894531,20.655171855663514,38.31534379225582,55.55653275295905,42.01672091672541,59.20956714728768,38.1756828002928,38.31534379225582,34.48380941303024,3,True,2.7,-14.68626676108029,-5.55248755646115,n/d,2026-09-01,próxima,,,False,False,,,Em Baixa,43.16999816894531,-6.370164736254802,-17.00036561763907,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.4%))
TFCO4,SMALL11,SMALL11,Consumo discricionário,58.07,58.23,57.142857142857146,,,0.9,,81.99,25.27,66.74,16.67,48,Não,4,7,False,,True,,False,False,True,True,False,True,4,7,True,True,True,False,False,,True,False,True,,True,2189861632.0,15.58,3.8,2.18,1.72,24.42,25.98,13.23,,2.83,0.3,1.04,14.430000305175781,1.7742015145700607,3.2911438095274623,12.271983571474909,8.89573986202514,15.487087662491499,,,,3,False,8.7,,,n/d,2026-06-29,última,,,False,False,,,Em Baixa,15.010000228881836,-3.864090039052992,-20.61770613571763,True,False,False,sem sinal (Em Baixa; sem novo topo (-3.9%))
EZTC3,SMALL11,SMALL11,Consumo discricionário,57.69,57.79,57.142857142857146,,,0.9,,51.38,62.75,68.16,53.47,49,Não,2,7,False,,True,,False,False,True,True,False,True,4,7,False,False,False,True,False,,True,False,True,,True,2973288960.0,5.62,0.57,10.68,5.5,10.15,5.14,36.95,,3.06,0.34,0.8,10.720000267028809,4.209353971070745,7.808351616336231,25.274021981873968,28.410604185277986,23.86529774115346,25.849974636101805,25.274021981873968,22.746619783686572,3,True,6.7,112.18861209964413,141.13781709136535,2026-11-05,2026-08-14,próxima,,,False,False,,,Em Baixa,11.800000190734863,-9.15254157838108,-35.388216009560516,True,False,False,sem sinal (Em Baixa; sem novo topo (-9.2%))
TAEE11,BOVA11+SMALL11,BOVA11,Serviços públicos,57.34,59.9,42.857142857142854,,,0.0,,74.68,29.86,50.38,87.5,50,Não,6,7,False,,True,,False,False,True,False,False,True,3,7,True,True,True,True,False,,True,True,True,,True,39789752320.0,8.62,1.7,8.34,10.68,19.7,10.69,33.52,,2.29,1.49,5.53,38.5,29.377231532597936,33.57512775478284,36.4613072804456,47.70609788721357,54.67727541643262,40.35940797429451,36.4613072804456,32.81517655240104,5,True,1.9,-14.76577518856872,4.8296311020636695,n/d,2026-05-12,última,,,False,False,,,Em Baixa,41.59000015258789,-7.429670933520349,-13.514748260694443,True,False,False,sem sinal (Em Baixa; sem novo topo (-7.4%))
LOGG3,SMALL11,SMALL11,Imobiliário,56.68,51.56,85.71428571428571,,,0.8,,53.04,50.09,29.31,93.06,51,Não,3,7,False,,True,,True,True,True,True,True,False,6,7,False,False,False,True,True,,True,False,True,,True,2150758656.0,5.93,0.63,26.6,13.22,10.63,3.04,149.65,,0.45,0.63,2.58,24.600000381469727,23.226208169623966,28.425330171538736,36.26432419090944,60.37105307542467,64.36644645049154,42.53067241159767,36.26432419090944,32.637891771818495,5,True,2.8,32.674354738642265,72.88890956129602,2026-11-05,2026-06-12,última,,,False,False,,,Em Baixa,26.3799991607666,-6.747531599410205,-14.28571523511627,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.7%))
HYPE3,BOVA11+SMALL11,BOVA11,Cuidados de saúde,56.48,56.36,57.142857142857146,,,0.2,,60.79,48.66,63.03,42.36,52,Pivô de alta,3,7,False,,True,,False,False,True,True,True,False,4,7,False,True,False,True,False,,True,False,True,,True,15241432064.0,8.71,1.05,4.87,3.87,12.1,10.74,19.82,,1.86,0.52,1.09,21.649999618530273,5.9850590867072215,11.102284605841895,32.93484442543353,33.958259678603156,29.557730412068295,32.150278172034994,32.93484442543353,29.64135998289018,3,True,5.7,36.91159586681971,48.50013274142284,2026-10-27,2026-06-29,última,"A Hypera (HYPE3) apresenta um perfil fundamentalista intrigante no setor de cuidados de saúde, onde sua rentabilidade medida pelo ROE de 12,1% supera confortavelmente a média dos pares de 6,2%, sugerindo forte capacidade de gerar valor sobre o capital próprio, embora o ROIC de 10,7% fique ligeiramente abaixo da média setorial de 10,8%. Essa qualidade operacional convive com múltiplos de preço bastante descontados, evidenciados por um P/L de 8,71 e um P/VP de 1,05, o que indica uma relação atrativa entre a eficiência da empresa e o seu valor de mercado atual. Sob a ótica financeira, a excelente margem líquida de 19,82% confere sustentabilidade ao endividamento controlado, com relação Dívida/Patrimônio de 0,52 e liquidez corrente robusta de 1,86, garantindo que o pagamento de dividendos, traduzido em um dividend yield de 4,87%, seja compatível com a saúde do balanço. No entanto, o crescimento histórico da companhia acende um alerta, dado que o CAGR de receita de 5 anos de 4,6% está drasticamente abaixo da média do setor de 142,0%, o que explica por que o checklist de critérios fundamentalistas aprovou apenas 3 de 7 itens avaliados. No campo do valuation, as estimativas de preço-teto revelam uma dispersão acentuada entre os métodos, variando desde os conservadores R$ 5,97 por Bazin e R$ 11,08 por Gordon até os otimistas R$ 32,86 por Fluxo de Caixa Descontado e R$ 33,88 por Graham. Essa divergência resulta em uma média de R$ 32,08 e uma mediana de R$ 32,86, estabelecendo um preço-teto ajustado com margem de segurança de R$ 29,57, o que projeta um upside potencial de 36,9% frente à cotação atual de R$ 21,60. Em balanço, os prós da tese concentram-se na sólida margem líquida, no endividamento sob controle, no ROE acima dos pares e no expressivo desconto patrimonial, enquanto os contras residem no fraco ritmo de crescimento frente ao setor, na reprovação da maioria dos critérios do checklist e na grande volatilidade entre as métricas de valuation por dividendos e fluxos futuros.",Pivô de alta,False,False,,,Em Alta,21.649999618530273,0.0,-19.230154929275223,True,True,True,Pivô de alta
CPFE3,BOVA11,BOVA11,Serviços públicos,56.17,56.0,57.142857142857146,,,0.0,,75.51,35.5,22.64,86.11,53,Não,5,7,False,,True,,False,False,True,False,True,True,4,7,True,True,True,False,False,,True,True,True,,True,51160100864.0,8.96,2.12,8.33,10.16,23.72,15.33,12.79,,1.15,1.43,4.22,44.400001525878906,32.22575380604935,38.796611943665816,42.61256293818992,48.32282423906392,60.878532550886746,44.56725709557115,42.61256293818992,38.35130664437093,5,True,1.9,-13.623186201879845,0.3767017205951184,2026-08-13,2026-04-30,última,,,False,False,,,Em Baixa,46.709999084472656,-4.945402705780911,-16.21350652969723,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.9%))
AZZA3,BOVA11+SMALL11,BOVA11,Consumo discricionário,56.06,55.87,57.142857142857146,,,0.9,,40.74,87.8,59.19,37.5,54,Não,1,7,False,,True,,False,False,True,True,False,True,4,7,False,False,False,False,False,,True,False,True,,True,3386446080.0,4.22,0.44,14.55,3.53,10.39,7.75,7.17,,2.2,0.49,0.48,16.75,4.22453395485287,7.836510486252073,52.59182464454976,58.307377254961786,49.109963375607556,,,,3,False,13.8,,,2026-08-12,2025-12-22,última,,,False,False,,,Em Baixa,18.170000076293945,-7.815080188946133,-52.10712501398085,True,False,False,sem sinal (Em Baixa; sem novo topo (-7.8%))
SBSP3,BOVA11,BOVA11,Serviços públicos,55.98,55.78,57.142857142857146,,,0.0,,77.5,38.5,43.56,25.69,55,Não,6,7,False,,True,,False,False,True,False,True,True,4,7,True,True,True,True,False,,True,True,True,,True,93368532992.0,10.86,2.17,2.52,2.57,19.97,13.3,22.03,,1.74,1.18,0.75,26.549999237060547,4.867418969956126,9.029062189268613,32.392954870262635,25.94245024313201,41.488111143565064,,,,3,False,8.5,,,2026-08-12,2026-03-20,última,,,False,False,,,Em Baixa,29.290000915527344,-9.35473401441328,-24.825871678503486,True,False,False,sem sinal (Em Baixa; sem novo topo (-9.4%))
CMIN3,BOVA11,BOVA11,Materiais,55.38,60.11,28.571428571428573,,,1.0,,82.65,34.15,23.28,97.22,57,Não,5,7,False,,True,,False,False,True,False,False,False,2,7,True,True,True,False,False,,True,True,True,,True,29497298944.0,13.28,4.18,19.99,16.62,31.49,21.67,12.51,,1.37,1.31,,5.460000038146973,6.480831450991765,9.43609059264401,4.275903644331967,3.4761357357679743,,5.917240355933929,5.378367547661866,4.840530792895679,4,True,2.7,-11.345590493100632,8.374364736124363,n/d,2026-04-17,última,,,False,False,,,Em Alta,5.980000019073486,-8.695651827223239,-14.324239252878023,True,False,False,sem sinal (Em Alta; sem novo topo (-8.7%))
MDIA3,SMALL11,SMALL11,Bens de primeira necessidade,54.92,54.53,57.142857142857146,,,0.0,,39.42,63.35,88.08,33.33,58,Não,1,7,False,,True,,False,False,False,True,True,True,4,7,False,False,False,False,False,,True,False,True,,True,5771838976.0,8.51,0.71,6.04,3.22,8.33,9.09,6.67,,2.65,0.21,1.41,17.200000762939453,3.957565678628091,7.341284333855108,26.780259707279402,33.19141525942032,18.731564209470985,,,,3,False,8.4,,,2026-08-13,2026-08-24,próxima,,,False,False,,,Em Baixa,17.609392166137695,-2.3248468733945815,-40.62393048256008,True,False,False,sem sinal (Em Baixa; sem novo topo (-2.3%))
BMOB3,SMALL11,SMALL11,Comunicação,54.91,51.99,71.42857142857143,,,0.4,,56.56,30.34,66.63,56.25,59,Não,6,7,False,,True,,False,False,True,True,True,True,5,7,True,True,True,False,True,,True,True,True,,True,1937434368.0,12.25,2.01,9.34,5.97,16.39,10.11,8.91,,1.78,0.05,2.79,23.270000457763672,9.92884514498563,15.110675344181896,20.64987394726315,22.244445167732902,19.698834341136006,17.526534789059916,19.698834341136006,17.728950907022405,5,True,2.2,-23.81198728723094,-24.681845963554927,n/d,2026-05-18,última,,,False,False,,,Em Baixa,23.940000534057617,-2.7986635812342064,-18.096735776190577,True,False,False,sem sinal (Em Baixa; sem novo topo (-2.8%))
BPAC11,BOVA11,BOVA11,Produtos financeiros,54.72,52.61,66.66666666666667,15.65,,0.4,,60.24,39.69,66.43,22.92,60,Não,4,6,False,,True,,False,False,True,,True,True,4,6,True,True,False,,True,,True,False,True,,True,181484503040.0,12.12,2.81,1.18,2.48,23.23,0.0,38.77,,,,0.81,53.86000061035156,9.556963440168008,17.728167181511655,58.88160132732329,43.77772040115827,77.69781331003512,13.642565310839831,13.642565310839831,12.278308779755848,2,True,6.2,-77.20328882173084,-74.67032091303427,n/d,2026-08-11,próxima,,,False,False,,,Em Baixa,57.119998931884766,-5.707280081396238,-17.770991434577766,True,False,False,sem sinal (Em Baixa; sem novo topo (-5.7%))
SAPR11,SMALL11,SMALL11,Serviços públicos,54.56,56.62,42.857142857142854,,,0.0,,58.6,61.63,43.33,61.81,61,Não,4,7,False,,True,,False,False,False,True,False,True,3,7,False,False,True,True,False,,True,True,True,,True,10082759680.0,8.4,0.81,1.62,6.34,9.64,11.81,16.66,,1.08,0.57,1.86,33.36000061035156,15.106313270395896,23.280996624208534,43.71815336946629,60.66457459551946,43.07428052328937,42.68450127812091,43.396216946377834,39.05659525174005,4,True,4.0,17.076122713321663,27.951140579044154,n/d,2026-01-02,última,,,False,False,,,Em Baixa,36.880001068115234,-9.544469511436382,-31.52709405890669,True,False,False,sem sinal (Em Baixa; sem novo topo (-9.5%))
SEER3,SMALL11,SMALL11,Consumo discricionário,54.28,58.82,28.571428571428573,,,0.9,,69.29,77.56,30.48,21.53,62,Não,5,7,False,,False,,False,False,True,False,True,False,2,7,True,True,True,False,True,,True,False,True,,True,1514718720.0,6.27,1.09,3.97,2.41,17.4,16.63,10.92,,1.56,1.16,0.42,11.829999923706055,2.0336798949749015,3.7724762051784424,24.999601114689824,21.46490553331868,32.4165326820826,,,,3,False,15.9,,,n/d,2026-04-07,última,,,False,False,,,Lateral,12.350000381469727,-4.210529892322068,-16.277425138760282,True,False,False,sem sinal (Lateral; sem novo topo (-4.2%))
WEGE3,BOVA11+Carteira,BOVA11,Bens Industriais,54.11,53.58,57.142857142857146,,,0.7,,86.21,8.87,52.42,20.83,63,Não,5,7,False,,True,,False,False,True,True,False,True,4,7,True,True,True,True,False,,True,False,True,,True,199847378944.0,32.3,10.71,4.17,2.33,33.16,24.33,15.58,,1.59,0.29,3.94,47.630001068115234,7.928002396578494,14.706444445653105,19.538622729180396,12.147190816060942,15.529495821826789,13.969951241859945,14.706444445653105,13.235800001087794,5,True,2.5,-72.2112120422601,-70.66984898471523,2026-10-21,2026-06-22,última,"A WEG (WEGE3) se consolida como uma empresa de altíssima qualidade operacional no setor de bens industriais, apresentando um ROE de 33,2% e um ROIC de 24,3% que se posicionam muito acima dos pares setoriais, os quais registram médias de 15,4% e 12,6%, respectivamente. Essa excelente rentabilidade convive com um endividamento extremamente controlado, visto que a relação dívida sobre patrimônio de apenas 0,29 e a liquidez corrente de 1,59 indicam uma estrutura de capital robusta e segura. No entanto, essa qualidade excepcional cobra o seu preço sob a ótica de valuation, uma vez que os múltiplos de preço sobre lucro de 32,3 e preço sobre valor patrimonial de 10,71 mostram-se bastante esticados, sugerindo que o mercado precifica um prêmio elevado pelo papel. No que tange aos proventos, o dividend yield de 4,17% mostra-se coerente e sustentável frente à forte geração de caixa e à saúde financeira da companhia, embora não configure um patamar de retorno altamente agressivo. Por outro lado, o crescimento recente da receita acende um sinal de alerta, dado que o CAGR de cinco anos recuou 2,1%, situando-se drasticamente abaixo da média do setor, que avançou 115,3% no mesmo período. No checklist de critérios fundamentalistas, a empresa atende a 5 de 7 requisitos, sendo penalizada justamente pelo crescimento inferior ao dos pares e por vendas recentes de insiders, muito embora cumpra com folga as exigências de margem líquida acima de 15% e rentabilidade superior à taxa Selic. Sob a perspectiva de preço-teto, há uma dispersão relevante entre as metodologias de valuation, variando desde os conservadores R$ 8,01 pelo método de Bazin até R$ 19,74 pelo fluxo de caixa descontado, o que resulta em uma média de R$ 14,11 e uma mediana de R$ 14,86. Frente ao preço atual de R$ 48,12, o preço-teto ajustado com margem de segurança fica em R$ 13,37, o que aponta para um expressivo upside negativo de 72,2% e indica que a ação negocia com ágio significativo em relação às métricas teóricas de valor. Em balanço, os prós da WEGE3 residem em sua eficiência operacional traduzida em margens e retornos formidáveis, além de um balanço patrimonial blindado contra crises, enquanto os contras concentram-se no valuation esticado que limita a margem de segurança e na recente perda de tração no crescimento de receita frente aos seus pares de mercado.",,False,True,49.82,-4.4,Em Alta,49.16999816894531,-3.1319852718699193,-12.260001349265636,True,False,False,sem sinal (Em Alta; sem novo topo (-3.1%))
CPLE3,BOVA11,BOVA11,Serviços públicos,53.32,50.12,71.42857142857143,,,0.0,,53.44,42.65,37.79,78.47,64,Não,4,7,False,,True,,False,False,True,True,True,True,5,7,False,True,True,False,True,,True,False,True,,True,42465431552.0,13.96,1.81,7.24,9.16,12.99,9.82,11.41,,1.3,0.98,0.28,14.300000190734863,9.360393641108175,17.363530204255664,13.572707917423847,13.49414292512887,30.730659435676635,16.90428682471864,13.572707917423847,12.215437125681461,5,True,3.3,-14.577363896848162,18.211794400332405,2026-08-05,2026-04-30,última,,,False,False,,,Em Baixa,14.949999809265137,-4.34782359078989,-15.24317121604386,True,False,False,sem sinal (Em Baixa; sem novo topo (-4.3%))
SMTO3,SMALL11,SMALL11,Bens de primeira necessidade,53.1,54.91,42.857142857142854,,,0.0,,46.52,80.84,51.46,34.72,65,Não,1,7,False,,True,,False,False,True,False,True,False,3,7,False,False,False,False,False,,True,False,True,,True,4825460224.0,5.87,0.67,1.47,3.4,11.35,6.93,11.25,,2.62,1.61,0.65,14.949999809265137,3.6319054343563977,6.7371845807311175,33.74574062568365,35.75822841327288,31.797756424287897,,,,3,False,9.8,,,2026-08-10,2026-07-06,última,,,False,False,,,Em Baixa,16.049999237060547,-6.853579315165548,-30.13092406758625,True,False,False,sem sinal (Em Baixa; sem novo topo (-6.9%))
VIVT3,BOVA11,BOVA11,Comunicação,52.84,44.52,100.0,,,0.4,,45.65,35.81,43.51,63.19,66,Não,5,7,False,,True,,True,True,True,True,True,True,7,7,False,True,True,False,True,,True,True,True,,True,97625767936.0,14.95,1.5,8.13,6.43,10.05,9.1,10.68,,0.95,0.3,39.03,30.549999237060547,14.040008021279007,14.490198923443865,15.064300386327162,30.60104354874149,13.930498321442688,17.62520984024684,14.490198923443865,13.041179031099478,5,True,2.2,-57.312015198746465,-42.30700399211303,2026-07-27,2026-07-28,última,,,False,False,,,Em Baixa,35.95353698730469,-15.029224390780104,-25.897924188135246,True,False,False,sem sinal (Em Baixa; sem novo topo (-15.0%))
